Pixels, Value
92,2, 0,184324701060472
92,3, 0,184324701060472
92,4, 0,184324701060472
92,5, 0,184324701060472
92,6, 0,184324701060472
92,7, 0,184324701060472
92,8, 0,184324701060472
92,9, 0,20411738579921
93, 0,20411738579921
93,1, 0,20411738579921
93,2, 0,20411738579921
93,3, 0,221221824499784
93,4, 0,221221824499784
93,5, 0,221221824499784
93,6, 0,221221824499784
93,7, 0,221221824499784
93,8, 0,221221824499784
93,9, 0,221221824499784
94, 0,221221824499784
94,1, 0,221221824499784
94,2, 0,230318319016248
94,3, 0,230318319016248
94,4, 0,230318319016248
94,5, 0,230318319016248
94,6, 0,230318319016248
94,7, 0,230318319016248
94,8, 0,232580610576534
94,9, 0,232580610576534
95, 0,232580610576534
95,1, 0,232580610576534
95,2, 0,232580610576534
95,3, 0,232580610576534
95,4, 0,232580610576534
95,5, 0,2313027471429
95,6, 0,2313027471429
95,7, 0,2313027471429
95,8, 0,2313027471429
95,9, 0,2313027471429
96, 0,2313027471429
96,1, 0,2313027471429
96,2, 0,2313027471429
96,3, 0,235126871788739
96,4, 0,235126871788739
96,5, 0,235126871788739
96,6, 0,235126871788739
96,7, 0,235126871788739
96,8, 0,235126871788739
96,9, 0,237379697693961
97, 0,237379697693961
97,1, 0,237379697693961
97,2, 0,237379697693961
97,3, 0,237379697693961
97,4, 0,237379697693961
97,5, 0,237379697693961
97,6, 0,237379697693961
97,7, 0,237379697693961
97,8, 0,234189771937407
97,9, 0,234189771937407
98, 0,234189771937407
98,1, 0,234189771937407
98,2, 0,252136653938673
98,3, 0,252136653938673
98,4, 0,252136653938673
98,5, 0,252136653938673
98,6, 0,252136653938673
98,7, 0,252136653938673
98,8, 0,252136653938673
98,9, 0,252136653938673
99, 0,252136653938673
99,1, 0,252136653938673
99,2, 0,252136653938673
99,3, 0,256784290575077
99,4, 0,256784290575077
99,5, 0,256784290575077
99,6, 0,285086599216314
99,7, 0,285086599216314
99,8, 0,285086599216314
99,9, 0,285086599216314
100, 0,285086599216314
100,1, 0,285086599216314
100,2, 0,285086599216314
100,3, 0,285086599216314
100,4, 0,285086599216314
100,5, 0,285086599216314
100,6, 0,285086599216314
100,7, 0,285086599216314
100,8, 0,2993513413977
100,9, 0,316275932652059
101, 0,316275932652059
101,1, 0,316275932652059
101,2, 0,316275932652059
101,3, 0,316275932652059
101,4, 0,316275932652059
101,5, 0,316275932652059
101,6, 0,316275932652059
101,7, 0,316275932652059
101,8, 0,316275932652059
101,9, 0,316275932652059
102, 0,316275932652059
102,1, 0,316275932652059
102,2, 0,31317119779108
102,3, 0,318746468623752
102,4, 0,318746468623752
102,5, 0,318746468623752
102,6, 0,318746468623752
102,7, 0,318746468623752
102,8, 0,318746468623752
102,9, 0,318746468623752
103, 0,318746468623752
103,1, 0,318746468623752
103,2, 0,318746468623752
103,3, 0,318746468623752
103,4, 0,318746468623752
103,5, 0,318746468623752
